text,true_label,predicted_label,confidence,correct
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN that needs to b sacked,0,0,0.9420865067847315,True
Goodmorning today i am late for ltDECIMALgt min,0,0,0.8920438392958421,True
I have 2 docs appointments next week Im tired of them shoving stuff up me Ugh why couldnt I have had a normal body,0,0,0.8922380902267607,True
Call him and say you not coming today ok and tell them not to fool me like this ok,0,0,0.9504445451041049,True
No other Valentines huh The proof is on your fb page Ugh Im so glad I really DIDNT watch your rupaul show you TOOL,0,0,0.8640975428798378,True
FreeMsg Hey U i just got 1 of these videopic fones reply WILD to this txt ill send U my pics hurry up Im so bored at work xxx 18 150prcvd STOP2stop,1,1,0.5013512653568207,True
You will go to walmart Ill stay,0,0,0.8923316845291392,True
I dont think so You dont need to be going out that late on a school night ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday,0,0,0.9561347790545847,True
My friends use to call the same,0,0,0.6563614274176697,True
Come to me right now Ahmad,0,0,0.9022523350765294,True
I finished my lunch already U wake up already,0,0,0.9682591781624307,True
Ssi thinl role is like sachinjust standing Others have to hit,0,0,0.7136879935878951,True
Mm you ask him to come its enough,0,0,0.9477834736162325,True
lyricalladie21F is inviting you to be her friend Reply YES910 or NO910 See her STOP Send STOP FRND to 62468,1,1,0.8781823733469829,True
New Theory Argument wins d SITUATION but loses the PERSON So dont argue with ur friends just kick them amp say Im always correct,0,0,0.9109852615622984,True
Aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here,0,0,0.9036227452433779,True
Wat time finish,0,0,0.9227826605088235,True
Good good billy mates all gone Just been jogging again Did enjoy concert,0,0,0.8302474656037953,True
You stayin out of trouble strangersaw Dave the other day hes sorted nowstill with me bloke when u gona get a girl MRur mum still Thinks we will get 2GETHA,0,0,0.9004675147702622,True
Gr8 So how do you handle the victoria island traffic Plus whens the album due,0,0,0.9133746215414518,True
Gam gone after outstanding innings,0,0,0.8909492867754195,True
Still in the area of the restaurant Ill try to come back soon,0,0,0.9338053335188086,True
Jus finish blowing my hair U finish dinner already,0,0,0.961378509507068,True
All done all handed in Dont know if mega shop in asda counts as celebration but thats what im doing,0,0,0.9705791747093139,True
Love isnt a decision its a feeling If we could decide who to love then life would be much simpler but then less magical,0,0,0.9101069027691229,True
Get 3 Lions England tone reply lionm 4 mono or lionp 4 poly 4 more go 2 the original n best Tones 3GBP network operator rates apply,1,1,0.8269219647368811,True
Good afternoon my love How goes your day What are you up to I woke early and am online waiting for you Hmmm Italian boy is online I see grins,0,0,0.9264802420703236,True
R u in this continent,0,0,0.7921255544332471,True
Wishing you and your family Merry X mas and HAPPY NEW Year in advance,0,0,0.8167474302379927,True
No To be nosy I guess Idk am I over reacting if Im freaked,0,0,0.8478534111334455,True
What time Im out until prob 3 or so,0,0,0.8543203915728415,True
Where do you need to go to get it,0,0,0.8841711799165075,True
Guess what Somebody you know secretly fancies you Wanna find out who it is Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150pmin 18,1,1,0.8052287037508713,True
You in your room I need a few,0,0,0.8449229142551214,True
2 and half years i missed your friendship,0,0,0.5365644168939574,True
Wishing you and your family Merry X mas and HAPPY NEW Year in advance,0,0,0.8167474302379927,True
Goodnight sleep well da please take care pa Please,0,0,0.9256847833043722,True
Hey ive booked the 2 lessons on sun liao,0,0,0.9283531090730669,True
K I yan jiu liao Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb Sun can go cine frm 1030 to 2 den hop to orc mrt 4 hip hop at 4,0,0,0.8486497252007356,True
Studying But ill be free next weekend,0,0,0.6590376423182025,True
Its reassuring in this crazy world,0,0,0.8715406382219839,True
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person Ill make a trip to Ptbo for that I hope everything is good with you babe and I love ya,0,0,0.8322961249569483,True
LOL No just was busy,0,0,0.9261891361111432,True
Aight see you in a bit,0,0,0.9333448507431588,True
Dad wanted to talk about the apartment so I got a late start omw now,0,0,0.8573389703458418,True
Hi missed your Call and my mumHas beendropping red wine all over theplace what is your adress,0,1,0.5692952932866003,False
Ard 530 like dat lor We juz meet in mrt station then dun haf to come out,0,0,0.9307386960143942,True
Block Breaker now comes in deluxe format with new features and great graphics from TMobile Buy for just 5 by replying GET BBDELUXE and take the challenge,1,1,0.5192877235984882,True
Hows the pain deary r u smiling,0,0,0.915366909029904,True
So many people seems to be special at first sight But only very few will remain special to you till your last sight Maintain them till life ends Shjas,0,0,0.8322653497744886,True
Hey sexy buns Have I told you I adore you loverboy I hope you remember to thank your sister in law for those meatballs grins i love you babe,0,0,0.7939971931921739,True
Youll never believe this but i have actually got off at taunton Wow,0,0,0.8973274329535599,True
K do I need a login or anything,0,0,0.8251742031539042,True
FREE RING TONE just text POLYS to 87131 Then every week get a new tone 0870737910216yrs only 150wk,1,1,0.8845432295082208,True
Todays Vodafone numbers ending with 4882 are selected to a receive a 350 award If your number matches call 09064019014 to receive your 350 award,1,1,0.9348678310294155,True
Really do hope the work doesnt get stressful Have a gr8 day,0,0,0.932973785232237,True
Wheres mummys boy Is he being good or bad Is he being positive or negative Why is mummy being made to wait Hmmmm,0,0,0.795134169586148,True
Hello boytoy Geeee Im missing you today I like to send you a tm and remind you Im thinking of you And you are loved loving kiss,0,0,0.9139084714980527,True
I was just callin to say hi Take care bruv,0,0,0.9193180266282752,True
Sorry got a late start were on the way,0,0,0.9440650784905587,True
Yes i thought so Thanks,0,0,0.9376898398682666,True
Got smaller capacity one Quite ex,0,0,0.9386697012725231,True
Looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company I could head in earlierwe were goin to meet in rummer,0,0,0.9372921238709684,True
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,0,0.9450515845437886,True
As if i wasnt having enough trouble sleeping,0,0,0.8813763773156753,True
they released another Italian one today and it has a cosign option,0,0,0.8529046562438364,True
Pls i wont belive godnot only jesus,0,0,0.8535899428947504,True
07732584351 Rodger Burns MSG We tried to call you re your reply to our sms for a free nokia mobile free camcorder Please call now 08000930705 for delivery tomorrow,1,1,0.9977246956149206,True
Nope i waiting in sch 4 daddy,0,0,0.8557693557849327,True
My friend shes studying at warwick weve planned to go shopping and to concert tmw but it may be canceled havnt seen for ages yeah we should get together sometime,0,0,0.912065587425563,True
Yeah I can still give you a ride,0,0,0.9570138947048087,True
She said do u mind if I go into the bedroom for a minute OK I sed in a sexy mood She came out 5 minuts latr wid a caken My Wife,0,0,0.8952922102815548,True
Same as u Dun wan Y u dun like me already ah Wat u doing now Still eating,0,0,0.9626962209724614,True
Ugh fuck it Im resubbing to eve,0,0,0.8989803398569974,True
Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out,1,1,0.81475734814389,True
Boo Hows things Im back at home and a little bored already,0,0,0.951152294859202,True
Ok Take ur time n enjoy ur dinner,0,0,0.7709546433317178,True
Hey mr whats the name of that bill brison book the one about language and words,0,0,0.8995293209847742,True
Yup Ok i go home look at the timings then i msg again Xuhui going to learn on 2nd may too but her lesson is at 8am,0,0,0.955702147385089,True
1000s flirting NOW Txt GIRL or BLOKE ur NAME AGE eg GIRL ZOE 18 to 8007 to join and get chatting,1,1,0.9322668427830096,True
Ur cashbalance is currently 500 pounds to maximize ur cashin now send GO to 86688 only 150pmeg CC 08718720201 HGSuite3422lands RowW1j6HL,1,1,0.865863507323036,True
Sorry man accidentally left my phone on silent last night and didnt check it til I got up,0,0,0.9683925866165974,True
FREE entry into our 250 weekly competition just text the word WIN to 80086 NOW 18 TC,1,1,0.9754712817121389,True
I anything lor,0,0,0.9537956719387292,True
Sounds better than my evening im just doing my costume Im not sure what time i finish tomorrow but i will txt you at the end,0,0,0.973328566193327,True
Great News Call FREEFONE 08006344447 to claim your guaranteed 1000 CASH or 2000 gift Speak to a live operator NOW,1,1,0.9799623207517645,True
Yeah so basically any time next week you can get away from your mom amp get up before 3,0,0,0.7943893461317362,True
Its ltgt k here oh Should i send home for sale,0,0,0.9200652805371755,True
At WHAT TIME should i come tomorrow,0,0,0.9697129109530626,True
HouseMaid is the murderer coz the man was murdered on ltgt th January As public holiday all govtinstituitions are closedincluding post officeunderstand,0,0,0.8896704711858366,True
Ok,0,0,0.9777499080521085,True
Spending new years with my brother and his family Lets plan to meet next week Are you ready to be spoiled,0,0,0.6544793288910609,True
Dont pick up d call when something important is There to tell Hrishi,0,0,0.7941136259674526,True
This is the 2nd time we have tried to contact u U have won the 1450 prize to claim just call 09053750005 b4 310303 TCsstop SMS 08718725756 140ppm,1,1,0.9642472881198706,True
Sorry was at the grocers,0,0,0.9714435890272408,True
By the way ive put a skip right outside the front of the house so you can see which house it is Just pull up before it,0,0,0.9785819933883921,True
Am slow in using biolas fne,0,0,0.9246811746489644,True
Shes good How are you Where r u working now,0,0,0.932639203976345,True
Slept I thinkThis time ltgt pm is not dangerous,0,0,0.9368180987074823,True
Aight sorry I take ten years to shower Whats the plan,0,0,0.904278921966127,True
All sounds good Fingers Makes it difficult to type,0,0,0.8916432123916338,True
how tall are you princess,0,0,0.9475730316489795,True
What not under standing,0,0,0.9244962375493586,True
YO YO YO BYATCH WHASSUP,0,0,0.8935982338552508,True
She said do u mind if I go into the bedroom for a minute OK I sed in a sexy mood She came out 5 minuts latr wid a caken My Wife,0,0,0.8952922102815548,True
Have you finished work yet,0,0,0.907471263881954,True
Got but got 2 colours lor One colour is quite light n e other is darker lor Actually im done shes styling my hair now,0,0,0.9757503961129442,True
Whos there say hi to our drugdealer,0,0,0.775256617968463,True
He fucking chickened out He messaged me he would be late and woould buzz me and then I didnt hear a word from him,0,0,0.9610670317947015,True
Ok anyway no need to change with what you said,0,0,0.9229837336991891,True
Oh gei That happend to me in tron Maybe ill dl it in 3d when its out,0,0,0.9792557611045221,True
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0,0,0.9833944711445276,True
I think Im waiting for the same bus Inform me when you get there if you ever get there,0,0,0.9679041046379181,True
URGENT You have won a 1 week FREE membership in our 100000 Prize Jackpot Txt the word CLAIM to No 81010 TC LCCLTD POBOX 4403LDNW1A7RW18,1,1,0.9920765146805304,True
I remain unconvinced that this isnt an elaborate test of my willpower,0,0,0.930368319466224,True
What do you do my dog Must I always wait till the end of your day to have word from you Did you run out of time on your cell already,0,0,0.7019204826768396,True
Babe I need your advice,0,0,0.6495061361063317,True
Theres someone here that has a year ltgt toyota camry like mr olayiwolas own Mileage is ltgt kits clean but i need to know how much will it sell for If i can raise the dough for it how soon after landing will it sell Holla back,0,0,0.9661573864658628,True
R we still meeting 4 dinner tonight,0,0,0.9528316863144161,True
Fwiw the reason Im only around when its time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,0,0.900165160412003,True
The worlds most happiest frnds never have the same characters Dey just have the best understanding of their differences,0,0,0.8187491958112972,True
Sindu got job in birla soft,0,0,0.9173644352111194,True
Its a big difference ltgt versus ltgt every ltgt hrs,0,0,0.9724496358437634,True
Where are youwhen wil you reach here,0,0,0.9305429621154975,True
Double mins and txts 4 6months FREE Bluetooth on Orange Available on Sony Nokia Motorola phones Call MobileUpd8 on 08000839402 or call2optoutN9DX,1,1,0.9197226694025288,True
Dunno lei shd b driving lor cos i go sch 1 hr oni,0,0,0.9324217257009687,True
Have you not finished work yet or something,0,0,0.8983759822695557,True
On the road so cant txt,0,0,0.5328909668595403,True
Are you free nowcan i call now,0,1,0.9764144489660986,False
Y lei,0,0,0.8719886236032638,True
alright Thanks for the advice Enjoy your night out Ima try to get some sleep,0,0,0.6029523706173419,True
Hi Peteynoim ok just wanted 2 chat coz avent spoken 2 u 4 a long timehope ur doin alritehave good nit at js love ya amx,0,0,0.8837881216664503,True
Ok im coming home now,0,0,0.9714371252217098,True
Haha Yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again,0,0,0.9561468628670751,True
Hmm Bits and pieces lol sighs,0,0,0.8954386766337219,True
Im job profile seems like bpo,0,0,0.945976487108649,True
I wish I dont think its gonna snow that much But it will be more than those flurries we usually get that melt before they hit the ground Eek We havent had snow since ltgt before I was even born,0,0,0.9787486511028509,True
Ball is moving a lotwill spin in last so very difficult to bat,0,0,0.8695755290660476,True
You might want to pull out more just in case and just plan on not spending it if you can I dont have much confidence in derek and taylors money management,0,0,0.9010483629787505,True
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,0,0,0.9336210662396907,True
Just finished Missing you plenty,0,0,0.8938990263684615,True
K k pa Had your lunch aha,0,0,0.8661247487820853,True
Okay same with me Well thanks for the clarification,0,0,0.8862806575816735,True
I WILL CAL YOU SIR In meeting,0,0,0.9528180475615069,True
Oh U must have taken your REAL Valentine out shopping first,0,0,0.5190184797990823,True
I wud never mind if u dont miss me or if u dont need me But u wil really hurt me wen u need me amp u dont tell me Take care,0,0,0.9868182905198238,True
1 in cbe 2 in chennai,0,0,0.8918360601086439,True
God picked up a flower and dippeditinaDEW lovingly touched itwhichturnedinto u and the he gifted tomeandsaidTHIS FRIEND IS 4U,0,0,0.8893865566702689,True
Hello hello hi lou sorry it took so long 2 reply I left mobile at friends in Lancaster just got it bak Neway im sorry I couldnt make ur bday 2 hun,0,0,0.8999843507430615,True
LMAO wheres your fish memory when I need it,0,0,0.8754197108864434,True
Good afternoon my boytoy How goes that walking here and there day Did you get that police abstract Are you still out and about I wake and miss you babe,0,0,0.970248789821797,True
No plm i will come da On the way,0,0,0.9662419238360284,True
Call 09095350301 and send our girls into erotic ecstacy Just 60pmin To stop texts call 08712460324 nat rate,1,1,0.9603621377518904,True
Had your mobile 10 mths Update to latest Orange cameravideo phones for FREE Save s with Free textsweekend calls Text YES for a callback orno to opt out,1,1,0.9713857073984705,True
Argh my 3g is spotty anyway the only thing I remember from the research we did was that province and sterling were the only problemfree places we looked at,0,0,0.9254240185307278,True
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling,0,0,0.9198549954007806,True
Ya but it cant display internal subs so i gotta extract them,0,0,0.9646970715798876,True
Esplanade lor Where else,0,0,0.9380576947332911,True
Annoying isnt it,0,0,0.9261389562599271,True
Yes watching footie but worried were going to blow it Phil Neville,0,0,0.9256082465929012,True
Arms fine hows Cardiff and uni,0,0,0.8980441307153787,True
R going 4 todays meeting,0,0,0.925126357645252,True
Your bill at 3 is 3365 so thats not bad,0,0,0.8327092871146112,True
And hes apparently bffs with carly quick now,0,0,0.6980298124119784,True
Whats up my own oga Left my phone at home and just saw ur messages Hope you are good Have a great weekend,0,0,0.9578888402064387,True
No But well do medical missions to nigeria,0,0,0.8776249459180083,True
Just got to ltgt,0,0,0.9428562281050962,True
Its sarcasm nt scarcasim,0,0,0.9035003534859476,True
Wat uniform In where get,0,0,0.9533218714207342,True
Your B4U voucher wc 2703 is MARSMS Log onto for discount credit To opt out reply stop Customer care call 08717168528,1,1,0.9772876109730457,True
Will it help if we propose going back again tomorrow,0,0,0.9493063741534024,True
1st wk FREE Gr8 tones str8 2 u each wk Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys Nokia150p Poly200p 16,1,1,0.9719504596146818,True
Great I was getting worried about you Just know that a wonderful and caring person like you will have only the best in life Know that u r wonderful and Gods love is yours,0,0,0.9394732837729416,True
Orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty Call now on 0207 153 9996 Offer ends 14thMarch TCs apply Optout availa,1,1,0.9864958025700356,True
Bring it if you got it,0,0,0.973497411376395,True
My friend just got here and says hes upping his order by a few grams hes got ltgt when can you get here,0,0,0.9698199228594724,True
You are a winner U have been specially selected 2 receive 1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910pmin 18,1,1,0.9433096326106297,True
Or maybe my fat fingers just press all these buttons and it doesnt know what to do,0,0,0.9026961739104093,True
I cant pick the phone right now Pls send a message,0,0,0.818415546841455,True
accordingly I repeat just text the word ok on your mobile phone and send,1,1,0.8456857096383263,True
Wow I love you sooo much you know I can barely stand it I wonder how your day goes and if you are well my love I think of you and miss you,0,0,0.9624060384312362,True
I AM AT THE GAS STATION GO THERE,0,0,0.933448424783717,True
Yep I do like the pink furniture tho,0,0,0.9175555454629579,True
You are a big chic Common Declare,0,0,0.88480364281683,True
I am going to sleep I am tired of travel,0,0,0.9368024198385643,True
Want the latest Video handset 750 anytime any network mins Half price line rental Reply or call 08000930705 for delivery tomorrow,1,1,0.9283830936540672,True
No we put party 7 days a week and study lightly I think we need to draw in some custom checkboxes so they know were hardcore,0,0,0.8136529386649942,True
sry cant talk on phone with parents,0,0,0.755459797103716,True
Wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us,0,0,0.9441150944161804,True
Nope I just forgot Will show next week,0,0,0.7998067711550076,True
Cancel cheyyamoand get some money back,0,0,0.8069811444573174,True
Its that time of the week again ryan,0,0,0.9331922925450249,True
ER,0,0,0.8502396606984772,True
I am in hospital da I will return home in evening,0,0,0.963945322186706,True
Let there be snow Let there be snow This kind of weather brings ppl together so friendships can grow,0,0,0.9264143524467372,True
Think you sent the text to the home phone That cant display texts If you still want to send it his number is,0,0,0.8659255507627268,True
Sry dajst nw only i came to home,0,0,0.770619712326326,True
Hack Chat Get backdoor entry into 121 chat rooms at a fraction of the cost Reply NEO69 or call 09050280520 to subscribe 25p pm DPS Bcm box 8027 Ldn wc1n3xx,1,1,0.9262561779042374,True
Sno competition for him,0,0,0.8176909395146651,True
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting,0,0,0.9185223338405535,True
I dont thnk its a wrong calling between us,0,0,0.8945346459976568,True
Xmas New Years Eve tickets are now on sale from the club during the day from 10am till 8pm and on Thurs Fri Sat night this week Theyre selling fast,1,1,0.665533687207018,True
Im nt goin got somethin on unless they meetin 4 dinner lor Haha i wonder who will go tis time,0,0,0.8985407659807384,True
Be happy there I will come after noon,0,0,0.9671722815812265,True
Remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same,0,0,0.9140917827336584,True
So theres a ring that comes with the guys costumes Its there so they can gift their future yowifes Hint hint,0,0,0.8536889659338234,True
Hmmmstill we dont have opener,0,0,0.8236430285019137,True
Sorry Ill call later,0,0,0.9190204623869225,True
Hi You just spoke to MANEESHA V Wed like to know if you were satisfied with the experience Reply Toll Free with Yes or No,0,1,0.5151133805110149,False
TheMob Check out our newest selection of content Games Tones Gossip babes and sport Keep your mobile fit and funky text WAP to 82468,1,1,0.9050294084654484,True
Goodnight da thangam I really miss u dear,0,0,0.9357583656104299,True
Not sure yet still trying to get a hold of him,0,0,0.936449071834556,True
Yes I started to send requests to make it but pain came back so Im back in bed Double coins at the factory too I gotta cash in all my nitros,0,0,0.8877417016943951,True
My trip was ok but quite tiring lor Uni starts today but its ok 4 me cos im not taking any modules but jus concentrating on my final yr project,0,0,0.9895349754309637,True
I am in escape theatre now Going to watch KAVALAN in a few minutes,0,0,0.899751533253158,True
No drama Plsi have had enough from you and family while i am struggling in the hot sun in a strange placeNo reason why there should be an ego of not going IF NOT INVITED when actually its necessity to gowait for very serious reppurcussions,0,0,0.8885151917579615,True
Hey what how about your project Started aha da,0,0,0.9274695743343733,True
Can you tell Shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there She should ask someone to check Sagamu for the same thing and lautech Its vital she completes her medical education in Nigeria Its less expensive much less expensive Unless she will be getting citizen rates in new zealand,0,0,0.924759499037107,True
staffsciencenusedusgphyhcmkteachingpc1323,0,0,0.8375136683249538,True
Hi Im sue I am 20 years old and work as a lapdancer I love sex Text me live Im i my bedroom now text SUE to 89555 By TextOperator G2 1DA 150ppmsg 18,1,0,0.5775350357384533,False
Mmmmmmm snuggles into you deep contented sigh whispers I fucking love you so much I can barely stand it,0,0,0.9576127991349141,True
Funny fact Nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens,0,0,0.7919123562520305,True
I want to send something that can sell fast ltgt k is not easy money,0,0,0.9242442649020872,True
Me n him so funny,0,0,0.9667364324370527,True
A boy was late 2 home His father POWER OF FRNDSHIP,0,0,0.9391986236708945,True
No chikku nt yet Ya im free,0,0,0.8181047041388054,True
Wish i were with you now,0,0,0.6295586087870121,True
I just saw ron burgundy captaining a party boat so yeah,0,0,0.9250639482162627,True
No probably ltgt,0,0,0.9538227044677619,True
Hasnt that been the pattern recently crap weekends,0,0,0.8003198168363567,True
Eerie Nokia tones 4u rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT POBox36504W45WQ 150p,1,1,0.8712499431962326,True
Pls speak with me I wont ask anything other then you friendship,0,0,0.9580690045838408,True
Carlos says we can pick up from him later so yeah were set,0,0,0.9678659192711365,True
Ok lor Im in town now lei,0,0,0.9596893707243058,True
Ay wana meet on sat wkg on sat,0,0,0.8343660912998174,True
Be sure to check your yahoo email We sent photos yesterday,0,0,0.7204311892648919,True
Oh kkwhere did you take test,0,0,0.9674379156470865,True
Are you sure you dont mean get here,0,0,0.9421264848083213,True
Ill meet you in the lobby,0,0,0.9701804670399594,True
Want a new Video Phone 750 anytime any network mins Half price line rental free text for 3 months Reply or call 08000930705 for free delivery,1,1,0.9880383383952427,True
Reckon need to be in town by eightish to walk from carpark,0,1,0.5468463954391769,False
FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates POBox 36504 W45WQ norm150ptone 16,1,1,0.9658378968131649,True
Thats fine Ill bitch at you about it later then,0,0,0.9892772906562309,True
Yeah dont go to bed Ill be back before midnight,0,0,0.9123242009844527,True
The beauty of life is in next second which hides thousands of secrets I wish every second will be wonderful in ur life gud n8,0,0,0.8431340275240679,True
Aiyar u so poor thing I give u my support k Jia you Ill think of u,0,0,0.9693551772870889,True
I know a few people I can hit up and fuck to the yes,0,0,0.92415548846112,True
Siva is in hostel aha,0,0,0.8755745669148977,True
Wow v v impressed Have funs shopping,0,0,0.6945664252697306,True
Check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,0,0,0.7297080404537273,True
Our brand new mobile music service is now live The free music player will arrive shortly Just install on your phone to browse content from the top artists,1,1,0.9769365690091839,True
But you dint in touch with me,0,0,0.9338177366134448,True
